username,password,ip,goodsId
customer_392510,123,14.152.249.196,1
customer_309104,123,213.75.160.66,1
customer_207908,123,96.63.37.148,1
customer_949270,123,143.58.50.161,1
customer_561434,123,101.163.118.125,1
customer_846030,123,213.199.21.221,1
customer_994139,123,30.246.102.223,1
customer_746932,123,70.64.100.88,1
customer_706371,123,60.222.159.126,1
customer_709824,123,223.47.160.32,1
customer_526337,123,199.25.84.84,1
customer_36361,123,71.231.44.210,1
customer_774643,123,100.218.97.115,1
customer_188729,123,15.63.18.249,1
customer_681434,123,10.128.87.45,1
customer_950995,123,144.239.58.72,1
customer_329889,123,97.93.112.95,1
customer_524038,123,158.191.164.196,1
customer_649232,123,236.221.239.177,1
customer_52421,123,69.239.229.247,1
customer_53857,123,218.98.232.53,1
customer_975360,123,179.11.39.186,1
customer_590689,123,74.128.134.82,1
customer_16381,123,61.148.131.60,1
customer_918129,123,183.12.69.100,1
customer_114739,123,162.47.42.50,1
customer_986125,123,185.207.66.157,1
customer_620810,123,125.220.36.69,1
customer_146578,123,174.61.127.67,1
customer_657394,123,176.227.41.14,1
customer_907488,123,50.147.23.47,1
customer_966545,123,229.254.89.87,1
customer_902536,123,11.50.18.202,1
customer_648025,123,253.169.145.217,1
customer_26805,123,177.184.30.194,1
customer_885166,123,85.143.29.174,1
customer_499909,123,218.204.166.195,1
customer_709076,123,49.14.238.233,1
customer_77492,123,43.139.128.60,1
customer_472870,123,128.152.2.253,1
customer_811367,123,217.109.22.245,1
customer_911531,123,161.166.120.91,1
customer_645581,123,124.105.74.54,1
customer_408164,123,25.151.240.228,1
customer_656665,123,234.222.130.168,1
customer_479456,123,188.61.187.1,1
customer_543344,123,36.194.32.194,1
customer_438249,123,165.202.124.73,1
customer_266218,123,28.156.169.190,1
customer_536131,123,162.67.123.77,1
customer_122958,123,134.158.44.131,1
customer_278336,123,210.73.104.120,1
customer_250724,123,55.78.209.125,1
customer_873239,123,255.227.92.109,1
customer_86,123,74.130.167.131,1
customer_641855,123,179.208.119.119,1
customer_134408,123,66.44.102.232,1
customer_857177,123,14.92.200.151,1
customer_709168,123,119.5.161.168,1
customer_583182,123,219.53.198.8,1
customer_636770,123,233.70.4.66,1
customer_328042,123,230.218.106.98,1
customer_461207,123,145.126.181.184,1
customer_122682,123,129.191.61.184,1
customer_485025,123,105.118.244.166,1
customer_811712,123,41.170.242.19,1
customer_75483,123,131.63.218.112,1
customer_543714,123,143.72.109.46,1
customer_548170,123,95.190.233.233,1
customer_400487,123,234.195.18.48,1
customer_448776,123,85.190.14.253,1
customer_390118,123,39.33.200.235,1
customer_643726,123,45.121.39.135,1
customer_243720,123,41.8.206.168,1
customer_859145,123,141.172.142.102,1
customer_620800,123,150.81.224.140,1
customer_609984,123,24.70.65.140,1
customer_438119,123,32.101.133.102,1
customer_50881,123,205.220.156.144,1
customer_103311,123,127.233.137.223,1
customer_579974,123,218.57.148.41,1
customer_909732,123,93.186.184.178,1
customer_893821,123,20.165.17.120,1
customer_993705,123,244.157.253.181,1
customer_584919,123,240.49.45.152,1
customer_18385,123,167.105.204.141,1
customer_443759,123,242.198.97.138,1
customer_991554,123,40.171.212.77,1
customer_83744,123,187.165.209.27,1
customer_198296,123,213.89.128.130,1
customer_139548,123,193.96.137.150,1
customer_383661,123,121.216.205.90,1
customer_56232,123,103.35.245.235,1
customer_366729,123,64.128.31.190,1
customer_448271,123,47.82.249.136,1
customer_379612,123,233.43.173.31,1
customer_3575,123,252.23.34.20,1
customer_161178,123,233.187.128.165,1
customer_567711,123,6.222.166.50,1
customer_359457,123,235.179.164.59,1
customer_392654,123,33.225.211.240,1
customer_869467,123,244.142.179.197,1
customer_117337,123,217.82.21.81,1
customer_132200,123,93.76.166.138,1
customer_177147,123,220.177.218.218,1
customer_631216,123,113.42.95.187,1
customer_757306,123,135.123.141.68,1
customer_239839,123,161.165.250.167,1
customer_331594,123,27.103.248.157,1
customer_999705,123,170.93.126.116,1
customer_587562,123,183.106.84.195,1
customer_596964,123,247.11.217.204,1
customer_587364,123,46.115.140.235,1
customer_514108,123,20.110.80.147,1
customer_166456,123,177.211.104.246,1
customer_674450,123,91.75.241.26,1
customer_784029,123,125.80.212.88,1
customer_891226,123,9.144.195.147,1
customer_835429,123,86.172.134.147,1
customer_237300,123,110.142.30.26,1
customer_468828,123,97.253.80.67,1
customer_429290,123,231.81.82.166,1
customer_160177,123,50.84.49.42,1
customer_464307,123,170.161.244.168,1
customer_454941,123,166.175.94.143,1
customer_793252,123,46.107.101.201,1
customer_330315,123,70.35.99.244,1
customer_153461,123,4.209.219.158,1
customer_709366,123,45.24.207.77,1
customer_430241,123,101.149.71.243,1
customer_831611,123,222.110.57.70,1
customer_571480,123,97.101.178.56,1
customer_907932,123,88.17.146.52,1
customer_821790,123,111.152.77.89,1
customer_409605,123,123.122.94.25,1
customer_193615,123,142.162.136.92,1
customer_68209,123,229.183.60.131,1
customer_421459,123,88.131.143.81,1
customer_531840,123,93.125.204.47,1
customer_591770,123,112.170.197.4,1
customer_964929,123,125.188.93.97,1
customer_596291,123,215.200.91.10,1
customer_522569,123,9.202.14.197,1
customer_527221,123,139.26.85.212,1
customer_146545,123,82.26.135.212,1
customer_694353,123,196.61.151.133,1
customer_818404,123,177.223.105.22,1
customer_959603,123,39.120.159.16,1
customer_859238,123,187.220.11.138,1
customer_370065,123,62.126.73.166,1
customer_578071,123,111.171.136.96,1
customer_671748,123,47.20.43.252,1
customer_322244,123,175.70.237.4,1
customer_683411,123,253.130.159.157,1
customer_278628,123,237.104.172.74,1
customer_434621,123,172.19.50.173,1
customer_26149,123,117.37.53.232,1
customer_424873,123,67.141.100.42,1
customer_836883,123,232.116.151.233,1
customer_919874,123,196.42.71.252,1
customer_85687,123,154.11.36.32,1
customer_933567,123,10.229.85.14,1
customer_929211,123,111.222.55.192,1
customer_857353,123,83.10.175.147,1
customer_416047,123,52.109.189.205,1
customer_458166,123,183.76.137.85,1
customer_621030,123,130.197.131.233,1
customer_413198,123,140.233.79.213,1
customer_708581,123,145.20.137.250,1
customer_76121,123,176.81.214.246,1
customer_687621,123,48.67.3.191,1
customer_533892,123,33.28.92.167,1
customer_654600,123,198.219.99.31,1
customer_43453,123,125.228.202.188,1
customer_4275,123,154.94.94.68,1
customer_417100,123,188.222.3.232,1
customer_127740,123,85.175.115.129,1
customer_522120,123,168.167.159.213,1
customer_670900,123,93.200.117.129,1
customer_799184,123,245.152.231.178,1
customer_375044,123,13.43.241.249,1
customer_403762,123,234.158.246.201,1
customer_420272,123,29.110.211.135,1
customer_163284,123,49.114.160.227,1
customer_928745,123,255.232.240.157,1
customer_320403,123,113.95.206.87,1
customer_470386,123,88.184.97.130,1
customer_658830,123,164.165.138.45,1
customer_363297,123,60.29.90.194,1
customer_362013,123,139.116.41.204,1
customer_357721,123,114.241.250.168,1
customer_727760,123,235.82.178.150,1
customer_946777,123,141.81.179.125,1
customer_373050,123,184.188.130.233,1
customer_586225,123,77.193.2.4,1
customer_858591,123,132.107.57.131,1
customer_604088,123,65.21.41.90,1
customer_140887,123,25.157.99.81,1
customer_955077,123,97.191.126.183,1
customer_788840,123,237.33.47.33,1
customer_643931,123,39.110.28.155,1
customer_304044,123,73.101.165.223,1
customer_214885,123,72.142.158.245,1
customer_829181,123,189.181.136.98,1
customer_800564,123,64.85.30.13,1
customer_768829,123,188.141.175.96,1
customer_798247,123,67.86.120.25,1
customer_104090,123,250.155.169.195,1
customer_936683,123,42.30.235.25,1
customer_273500,123,121.165.172.209,1
customer_513299,123,77.55.128.78,1
customer_3430,123,183.51.175.34,1
customer_644197,123,249.9.233.193,1
customer_798662,123,112.50.133.102,1
customer_386422,123,177.226.106.154,1
customer_340923,123,225.45.43.219,1
customer_668890,123,93.168.164.154,1
customer_859616,123,213.152.91.106,1
customer_774453,123,195.140.16.239,1
customer_931784,123,98.86.223.149,1
customer_814242,123,186.107.246.180,1
customer_183748,123,190.152.78.236,1
customer_844984,123,63.87.129.158,1
customer_778490,123,78.218.168.130,1
customer_181711,123,166.128.80.123,1
customer_748389,123,12.165.39.210,1
customer_397506,123,55.195.173.111,1
customer_176814,123,30.67.155.247,1
customer_245054,123,14.56.1.64,1
customer_356068,123,6.89.116.163,1
customer_578551,123,32.157.162.49,1
customer_508008,123,230.38.2.19,1
customer_283765,123,98.117.253.103,1
customer_126118,123,192.72.36.232,1
customer_278111,123,211.221.158.122,1
customer_595370,123,132.221.25.190,1
customer_969357,123,109.5.174.230,1
customer_590998,123,237.104.126.255,1
customer_798680,123,120.184.84.16,1
customer_246492,123,131.45.129.29,1
customer_185115,123,98.233.71.101,1
customer_238658,123,97.227.162.245,1
customer_835754,123,229.217.13.238,1
customer_842145,123,131.24.95.165,1
customer_347238,123,170.180.146.229,1
customer_829877,123,16.238.154.175,1
customer_854152,123,6.63.119.181,1
customer_444842,123,147.11.218.32,1
customer_360770,123,246.84.30.28,1
customer_699654,123,240.56.28.185,1
customer_194174,123,147.59.213.219,1
customer_718171,123,200.8.135.213,1
customer_71101,123,182.186.70.113,1
customer_766118,123,111.245.126.178,1
customer_651819,123,168.199.63.187,1
customer_423408,123,101.226.67.66,1
customer_112992,123,43.153.233.23,1
customer_272942,123,6.250.243.240,1
customer_433721,123,192.229.195.100,1
customer_526888,123,24.6.185.90,1
customer_717381,123,53.49.236.155,1
customer_346936,123,241.141.182.247,1
customer_104635,123,111.58.113.248,1
customer_201426,123,44.195.194.50,1
customer_65920,123,29.110.229.11,1
customer_797689,123,173.246.80.186,1
customer_478169,123,131.218.54.32,1
customer_296497,123,94.113.79.26,1
customer_673766,123,50.198.42.2,1
customer_948173,123,218.227.62.182,1
customer_214268,123,208.156.90.240,1
customer_484996,123,67.122.129.159,1
customer_65187,123,168.217.87.55,1
customer_41692,123,192.28.39.195,1
customer_671059,123,204.111.188.11,1
customer_473750,123,248.215.165.195,1
customer_868202,123,222.233.209.137,1
customer_698369,123,201.59.115.143,1
customer_215831,123,112.167.52.227,1
customer_945039,123,235.81.254.60,1
customer_123282,123,240.58.223.10,1
customer_988672,123,152.213.167.102,1
customer_719778,123,243.251.115.141,1
customer_951619,123,249.71.99.16,1
customer_724690,123,2.169.41.204,1
customer_174938,123,215.224.211.226,1
customer_208514,123,109.178.46.125,1
customer_889008,123,242.162.133.203,1
customer_14874,123,149.47.60.171,1
customer_271943,123,8.11.23.230,1
customer_570397,123,140.54.189.219,1
customer_612857,123,217.15.175.233,1
customer_534307,123,74.103.20.21,1
customer_553380,123,202.114.95.15,1
customer_761219,123,49.225.71.52,1
customer_470546,123,196.112.216.63,1
customer_847692,123,123.50.43.232,1
customer_360466,123,133.67.47.245,1
customer_25422,123,169.77.249.74,1
customer_815740,123,152.67.233.132,1
customer_246491,123,144.37.89.109,1
customer_968250,123,130.65.166.133,1
customer_260856,123,66.138.148.109,1
customer_228835,123,113.183.141.68,1
customer_662055,123,28.106.120.179,1
customer_732126,123,33.218.133.57,1
customer_567527,123,177.70.135.133,1
customer_912414,123,31.72.236.208,1
customer_734980,123,255.214.9.51,1
customer_580658,123,49.246.17.190,1
customer_142045,123,169.77.49.83,1
customer_620231,123,115.8.234.1,1
customer_821765,123,187.91.219.114,1
customer_468343,123,211.240.190.74,1
customer_703242,123,126.18.26.54,1
customer_105674,123,61.231.188.242,1
customer_265185,123,193.251.244.40,1
customer_490946,123,71.57.137.211,1
customer_431045,123,236.75.142.128,1
customer_774490,123,191.108.19.170,1
customer_498295,123,110.40.36.50,1
customer_748851,123,142.70.218.121,1
customer_806984,123,54.99.253.86,1
customer_185663,123,53.73.135.248,1
customer_102402,123,83.242.233.89,1
customer_202251,123,104.49.158.96,1
customer_982381,123,169.92.73.214,1
customer_493987,123,23.248.224.184,1
customer_347105,123,183.189.254.245,1
customer_22818,123,31.179.49.227,1
customer_628286,123,97.60.188.138,1
customer_852252,123,53.85.228.74,1
customer_297656,123,152.70.67.159,1
customer_550000,123,73.92.129.85,1
customer_396630,123,191.43.193.245,1
customer_90494,123,127.187.13.130,1
customer_408523,123,206.198.102.158,1
customer_822506,123,209.105.53.30,1
customer_661097,123,110.228.76.93,1
customer_874276,123,210.15.65.103,1
customer_43192,123,65.68.37.204,1
customer_837737,123,32.183.62.105,1
customer_324384,123,237.9.165.227,1
customer_47773,123,121.106.74.9,1
customer_955684,123,220.180.110.180,1
customer_308663,123,161.130.36.41,1
customer_535379,123,151.245.227.113,1
customer_701964,123,137.75.189.246,1
customer_573027,123,154.44.97.203,1
customer_823948,123,56.192.186.196,1
customer_752352,123,176.196.1.239,1
customer_954922,123,129.8.222.39,1
customer_32126,123,219.92.61.43,1
customer_439413,123,115.44.253.150,1
customer_996887,123,11.195.183.52,1
customer_973763,123,251.191.206.32,1
customer_948232,123,33.137.97.218,1
customer_921772,123,26.217.161.159,1
customer_686859,123,108.177.165.154,1
customer_57191,123,190.170.214.243,1
customer_522356,123,176.188.208.178,1
customer_459221,123,106.102.122.228,1
customer_449313,123,65.202.89.99,1
customer_17058,123,125.127.89.137,1
customer_898639,123,255.190.168.65,1
customer_427773,123,214.37.143.39,1
customer_726128,123,80.34.50.170,1
customer_178251,123,11.51.1.145,1
customer_857980,123,242.197.149.136,1
customer_51087,123,58.43.16.17,1
customer_565467,123,87.18.1.120,1
customer_592463,123,173.46.207.1,1
customer_202127,123,100.112.102.244,1
customer_317576,123,226.40.244.248,1
customer_28914,123,131.95.156.227,1
customer_979000,123,86.20.36.85,1
customer_121585,123,150.109.240.25,1
customer_893043,123,64.148.80.206,1
customer_412617,123,29.114.94.77,1
customer_987315,123,227.62.77.115,1
customer_147557,123,205.157.46.21,1
customer_100649,123,180.236.198.101,1
customer_320239,123,179.165.69.116,1
customer_915442,123,255.160.216.36,1
customer_767774,123,88.27.37.126,1
customer_230537,123,123.88.163.58,1
customer_807396,123,157.180.14.22,1
customer_49282,123,162.203.163.18,1
customer_346176,123,193.238.49.121,1
customer_131483,123,16.80.69.100,1
customer_198091,123,122.201.178.5,1
customer_669747,123,39.237.195.37,1
customer_893292,123,163.104.229.107,1
customer_100119,123,186.172.101.246,1
customer_729524,123,16.219.107.231,1
customer_283007,123,147.15.115.72,1
customer_436969,123,206.196.174.232,1
customer_201630,123,121.98.60.83,1
customer_738649,123,242.23.166.124,1
customer_446295,123,167.199.181.134,1
customer_488841,123,116.231.244.158,1
customer_507904,123,169.195.43.70,1
customer_587708,123,249.238.83.198,1
customer_475980,123,203.179.52.199,1
customer_425947,123,168.119.40.16,1
customer_744345,123,214.170.175.43,1
customer_867851,123,203.60.48.32,1
customer_741816,123,203.37.217.122,1
customer_817788,123,28.44.73.130,1
customer_238280,123,34.170.250.122,1
customer_358122,123,66.43.32.71,1
customer_245859,123,84.207.22.125,1
customer_435265,123,246.250.223.143,1
customer_232080,123,52.165.190.235,1
customer_139612,123,52.162.27.223,1
customer_855781,123,146.202.45.45,1
customer_322189,123,113.48.35.151,1
customer_101977,123,115.174.170.66,1
customer_560113,123,8.66.237.157,1
customer_645963,123,84.162.31.89,1
customer_186665,123,177.18.139.53,1
customer_61297,123,132.48.11.236,1
customer_723570,123,104.52.108.154,1
customer_116469,123,173.67.63.125,1
customer_555648,123,117.15.158.195,1
customer_392810,123,50.24.165.3,1
customer_992712,123,46.190.244.158,1
customer_38617,123,130.41.175.248,1
customer_493292,123,206.203.202.235,1
customer_904036,123,36.172.156.214,1
customer_819573,123,53.13.252.47,1
customer_480187,123,79.12.68.35,1
customer_415703,123,36.163.92.94,1
customer_620591,123,161.53.63.176,1
customer_909825,123,198.242.139.231,1
customer_315303,123,18.52.206.35,1
customer_154923,123,33.99.239.23,1
customer_464155,123,180.112.115.200,1
customer_372587,123,233.98.96.238,1
customer_883501,123,107.184.136.87,1
customer_134525,123,121.90.176.222,1
customer_866736,123,132.36.70.252,1
customer_909864,123,160.103.156.104,1
customer_275170,123,175.189.14.166,1
customer_135821,123,152.85.128.193,1
customer_248151,123,87.14.187.255,1
customer_323063,123,43.213.5.130,1
customer_586191,123,142.198.223.145,1
customer_689316,123,251.238.210.72,1
customer_894109,123,162.165.45.137,1
customer_566172,123,18.122.45.50,1
customer_913637,123,15.164.54.4,1
customer_376491,123,240.167.153.187,1
customer_801319,123,62.194.6.70,1
customer_570119,123,126.226.35.200,1
customer_752767,123,179.201.193.158,1
customer_933076,123,169.128.172.250,1
customer_240851,123,34.13.233.105,1
customer_859531,123,132.48.135.69,1
customer_758600,123,21.116.238.51,1
customer_548321,123,2.57.27.50,1
customer_363151,123,239.227.30.151,1
customer_796325,123,120.50.166.5,1
customer_508117,123,54.11.102.132,1
customer_761275,123,116.227.93.74,1
customer_459384,123,251.250.90.8,1
customer_834005,123,55.126.231.159,1
customer_447104,123,118.133.58.164,1
customer_424898,123,72.181.42.43,1
customer_917764,123,52.139.177.220,1
customer_381030,123,228.237.162.181,1
customer_989515,123,82.92.9.226,1
customer_411436,123,43.200.42.46,1
customer_462034,123,72.121.149.126,1
customer_371712,123,17.5.173.72,1
customer_235319,123,150.248.80.183,1
customer_55548,123,7.171.81.8,1
customer_952439,123,140.35.236.7,1
customer_522274,123,215.214.79.20,1
customer_957864,123,138.243.220.76,1
customer_505606,123,227.172.117.33,1
customer_257072,123,165.217.105.52,1
customer_890563,123,153.95.130.179,1
customer_870822,123,12.54.51.7,1
customer_959079,123,25.85.34.190,1
customer_987683,123,123.109.229.143,1
customer_43960,123,26.72.66.202,1
customer_920081,123,44.255.32.202,1
customer_755204,123,74.98.73.88,1
customer_372128,123,126.172.197.26,1
customer_545625,123,135.77.239.49,1
customer_812552,123,70.40.212.45,1
customer_308107,123,33.118.100.234,1
customer_131950,123,68.94.39.223,1
customer_199600,123,107.127.213.113,1
customer_851348,123,179.61.213.104,1
customer_748128,123,27.17.67.245,1
customer_914087,123,50.84.44.71,1
customer_439782,123,204.185.57.229,1
customer_109612,123,29.179.105.36,1
customer_528502,123,21.226.169.120,1
customer_423292,123,6.80.137.187,1
customer_602505,123,2.197.82.193,1
customer_438053,123,78.123.53.230,1
customer_624157,123,162.8.97.105,1
customer_627925,123,86.9.205.52,1
customer_251335,123,36.253.115.19,1
customer_80500,123,9.89.84.203,1
customer_81878,123,3.104.91.34,1
customer_554099,123,68.138.230.100,1
customer_742014,123,156.173.51.109,1
customer_284613,123,57.117.38.83,1
customer_123752,123,6.59.175.114,1
customer_289915,123,44.171.250.251,1
customer_912241,123,89.202.119.174,1
customer_203913,123,18.36.153.203,1
customer_643950,123,5.70.254.135,1
customer_817191,123,110.1.80.122,1
customer_656140,123,78.254.191.85,1
customer_656049,123,47.128.70.19,1
customer_246741,123,214.203.173.254,1
customer_715049,123,110.192.119.221,1
customer_393627,123,216.164.134.139,1
customer_799870,123,239.202.252.162,1
customer_948573,123,247.97.238.151,1
customer_698905,123,105.7.7.200,1
customer_462693,123,25.6.216.213,1
customer_795642,123,84.9.1.131,1
customer_888698,123,53.119.204.54,1
customer_418931,123,39.176.214.65,1
customer_1685,123,82.119.93.176,1
customer_163036,123,74.155.49.55,1
customer_846326,123,178.116.222.167,1
customer_960602,123,75.215.161.132,1
customer_625021,123,108.35.52.8,1
customer_439232,123,224.142.219.72,1
customer_480153,123,200.133.155.100,1
customer_421084,123,174.154.105.60,1
customer_766630,123,202.144.24.71,1
customer_347369,123,99.9.151.61,1
customer_296625,123,3.230.139.60,1
customer_141479,123,155.122.110.61,1
customer_560489,123,85.99.172.248,1
customer_469048,123,53.218.192.50,1
customer_133502,123,95.165.203.201,1
customer_435042,123,235.94.219.211,1
customer_67575,123,152.227.57.183,1
customer_915265,123,102.137.158.130,1
customer_625455,123,68.120.139.147,1
customer_725508,123,206.250.88.126,1
customer_24763,123,65.66.236.198,1
customer_161407,123,25.190.31.189,1
customer_884488,123,218.132.50.216,1
customer_126418,123,92.152.169.192,1
customer_199062,123,71.18.20.200,1
customer_928351,123,217.192.15.120,1
customer_498676,123,239.106.108.180,1
customer_199689,123,116.160.116.49,1
customer_491253,123,76.186.204.146,1
customer_222407,123,169.253.7.183,1
customer_581691,123,187.244.13.219,1
customer_105339,123,202.116.90.98,1
customer_637271,123,51.134.220.166,1
customer_169635,123,214.64.20.170,1
customer_425523,123,206.159.113.90,1
customer_19653,123,88.87.251.14,1
customer_213857,123,103.94.231.146,1
customer_328360,123,46.93.158.1,1
customer_695875,123,125.232.229.158,1
customer_979521,123,136.146.25.128,1
customer_194371,123,97.91.111.170,1
customer_407305,123,8.198.180.231,1
customer_300608,123,129.45.72.113,1
customer_346638,123,194.241.143.214,1
customer_667360,123,2.177.95.25,1
customer_810173,123,115.14.49.207,1
customer_715996,123,191.213.173.34,1
customer_318467,123,36.109.135.111,1
customer_976828,123,246.254.127.4,1
customer_237549,123,215.32.37.25,1
customer_986194,123,203.32.24.13,1
customer_385278,123,138.145.121.141,1
customer_980048,123,51.14.24.24,1
customer_128669,123,227.161.86.216,1
customer_710877,123,219.194.246.93,1
customer_950915,123,225.246.26.172,1
customer_302199,123,250.139.62.45,1
customer_20963,123,230.173.34.73,1
customer_493451,123,191.135.201.113,1
customer_344285,123,88.228.179.149,1
customer_255080,123,134.202.167.84,1
customer_347272,123,120.134.238.28,1
customer_888147,123,31.26.41.165,1
customer_144007,123,121.73.169.171,1
customer_72255,123,69.115.34.123,1
customer_568379,123,137.61.118.31,1
customer_106309,123,181.120.160.78,1
customer_6220,123,99.52.242.224,1
customer_840380,123,72.160.164.2,1
customer_878702,123,81.211.227.193,1
customer_53604,123,239.254.207.140,1
customer_866032,123,132.184.126.19,1
customer_629869,123,191.42.246.30,1
customer_244682,123,191.157.70.172,1
customer_154279,123,138.118.147.118,1
customer_861197,123,242.107.68.109,1
customer_917023,123,92.77.75.71,1
customer_86443,123,192.16.151.35,1
customer_45613,123,243.124.185.71,1
customer_783525,123,93.240.234.186,1
customer_868906,123,230.208.217.28,1
customer_273132,123,134.210.154.65,1
customer_305256,123,37.151.47.243,1
customer_257528,123,249.152.27.158,1
customer_242138,123,112.167.44.153,1
customer_475227,123,108.100.240.73,1
customer_150325,123,75.236.59.238,1
customer_396332,123,195.110.72.230,1
customer_36350,123,9.148.215.161,1
customer_982850,123,56.61.7.18,1
customer_274634,123,225.147.145.26,1
customer_261708,123,138.5.10.144,1
customer_302897,123,149.200.53.76,1
customer_698736,123,33.248.170.77,1
customer_164592,123,218.210.196.219,1
customer_642871,123,213.193.149.15,1
customer_352924,123,30.5.3.137,1
customer_833135,123,123.20.215.64,1
customer_338941,123,34.56.34.217,1
customer_427243,123,43.112.83.218,1
customer_881131,123,82.195.39.200,1
customer_351284,123,17.227.3.81,1
customer_696841,123,116.211.47.235,1
customer_322762,123,81.148.207.18,1
customer_381383,123,23.11.57.118,1
customer_624501,123,20.100.77.85,1
customer_397199,123,39.171.181.86,1
customer_721739,123,226.101.26.42,1
customer_327800,123,220.123.196.91,1
customer_775834,123,239.149.170.96,1
customer_78748,123,111.76.166.122,1
customer_827876,123,80.77.37.49,1
customer_647262,123,251.172.127.126,1
customer_7586,123,234.180.251.106,1
customer_789147,123,116.38.80.198,1
customer_418018,123,49.45.216.244,1
customer_364456,123,59.37.165.33,1
customer_859958,123,40.49.126.33,1
customer_711733,123,34.6.205.115,1
customer_745620,123,163.176.127.137,1
customer_384861,123,252.205.229.79,1
customer_406295,123,14.131.90.144,1
customer_122192,123,135.115.98.209,1
customer_21914,123,67.195.197.178,1
customer_792023,123,172.119.198.32,1
customer_425093,123,222.171.39.107,1
customer_446206,123,126.222.204.132,1
customer_903524,123,145.41.196.184,1
customer_483255,123,183.170.164.95,1
customer_846271,123,77.190.130.2,1
customer_203303,123,235.194.101.99,1
customer_601301,123,33.235.167.154,1
customer_773641,123,135.245.109.233,1
customer_670061,123,81.6.63.157,1
customer_748363,123,166.188.192.16,1
customer_487608,123,52.14.170.29,1
customer_319552,123,76.250.131.241,1
customer_423148,123,57.39.92.80,1
customer_685359,123,57.200.249.69,1
customer_76205,123,234.222.99.239,1
customer_500144,123,118.22.69.196,1
customer_959407,123,118.156.133.90,1
customer_834190,123,18.154.71.178,1
customer_746441,123,240.37.188.237,1
customer_712628,123,143.107.122.61,1
customer_901326,123,168.14.156.151,1
customer_861157,123,49.95.212.86,1
customer_628467,123,166.97.139.227,1
customer_378086,123,96.214.250.198,1
customer_2984,123,196.219.15.142,1
customer_483704,123,9.79.27.139,1
customer_598662,123,240.54.239.32,1
customer_281306,123,197.174.149.17,1
customer_403594,123,97.55.48.203,1
customer_709250,123,135.189.18.87,1
customer_481525,123,110.137.47.212,1
customer_439349,123,139.119.203.206,1
customer_703180,123,223.139.175.123,1
customer_611835,123,134.251.115.40,1
customer_116039,123,165.22.123.74,1
customer_153719,123,252.144.56.196,1
customer_464368,123,204.135.189.84,1
customer_742677,123,28.167.34.48,1
customer_439539,123,135.147.156.220,1
customer_770018,123,148.246.224.90,1
customer_556750,123,19.209.129.43,1
customer_971808,123,129.204.172.172,1
customer_849918,123,225.61.250.23,1
customer_677741,123,98.14.42.250,1
customer_8441,123,70.61.72.47,1
customer_714996,123,162.75.164.96,1
customer_844248,123,178.107.145.63,1
customer_257663,123,114.171.143.155,1
customer_168016,123,113.38.50.187,1
customer_68022,123,148.235.204.209,1
customer_60407,123,188.169.164.4,1
customer_146795,123,55.241.24.33,1
customer_58287,123,217.76.229.1,1
customer_667461,123,146.24.182.205,1
customer_169329,123,6.222.218.167,1
customer_557933,123,3.194.233.176,1
customer_166347,123,4.10.135.56,1
customer_379237,123,249.48.48.166,1
customer_743934,123,96.126.232.245,1
customer_52332,123,154.122.211.148,1
customer_186,123,22.168.122.66,1
customer_261515,123,162.162.17.253,1
customer_598480,123,19.31.111.241,1
customer_375438,123,112.128.149.152,1
customer_360399,123,234.88.43.215,1
customer_62845,123,187.110.183.174,1
customer_364935,123,175.224.129.8,1
customer_541800,123,28.84.9.54,1
customer_493366,123,119.132.86.97,1
customer_312316,123,195.47.32.188,1
customer_361954,123,64.206.47.9,1
customer_391390,123,249.76.248.86,1
customer_249633,123,165.15.225.60,1
customer_775308,123,37.173.238.39,1
customer_902799,123,211.175.205.225,1
customer_80351,123,77.244.67.154,1
customer_803868,123,92.60.251.255,1
customer_300424,123,186.233.176.121,1
customer_621075,123,10.235.11.115,1
customer_294536,123,158.7.191.162,1
customer_92767,123,252.123.96.28,1
customer_420981,123,138.140.151.182,1
customer_411209,123,94.92.111.28,1
customer_983310,123,139.14.230.206,1
customer_810756,123,148.96.227.197,1
customer_569642,123,121.13.24.17,1
customer_794924,123,218.48.206.112,1
customer_198627,123,118.133.229.16,1
customer_33449,123,249.61.255.217,1
customer_697452,123,109.106.99.167,1
customer_97653,123,155.30.135.144,1
customer_970080,123,204.168.4.176,1
customer_707813,123,73.204.176.137,1
customer_148411,123,151.215.47.235,1
customer_115342,123,196.251.52.52,1
customer_976425,123,134.86.171.84,1
customer_293373,123,147.125.190.8,1
customer_968843,123,181.166.57.227,1
customer_139214,123,73.111.231.243,1
customer_990477,123,235.128.68.113,1
customer_640039,123,241.245.71.235,1
customer_457589,123,42.209.33.190,1
customer_91197,123,24.65.188.165,1
customer_113445,123,88.157.172.173,1
customer_670818,123,236.46.31.255,1
customer_43427,123,54.115.244.96,1
customer_342403,123,77.143.108.128,1
customer_762897,123,181.207.188.55,1
customer_682283,123,17.108.187.177,1
customer_749285,123,215.205.133.55,1
customer_20165,123,84.110.229.168,1
customer_192282,123,205.1.45.39,1
customer_339921,123,164.171.128.4,1
customer_426460,123,137.103.11.202,1
customer_824988,123,115.146.142.27,1
customer_432689,123,237.102.138.210,1
customer_920004,123,25.41.144.95,1
customer_733385,123,61.82.97.115,1
customer_691158,123,165.186.35.94,1
customer_80355,123,123.51.209.127,1
customer_769793,123,232.184.104.165,1
customer_897444,123,32.91.144.71,1
